fakulte_adi,ortalama_contrast,ortalama_idm
Guzel Sanatlar,79.41912654033264,0.17142373964848664
Fen Edebiyat,157.5716621758924,0.11939740528200804
Isletme,276.2404705473238,0.09612562449324265
Denizcilik,297.6373310019501,0.07805035817155795
Hukuk,144.67488932239945,0.15926439824327637
Muhendislik,205.36215302610046,0.11786652454063692
Mimarlik,261.2572494030549,0.09398929678802105
Turizm,96.89897669236728,0.21914590599448097
