longitude,latitude,glcm_contrast,glcm_entropy
27.214993680748858,38.39185070483328,374.8891630116959,3.522009595661094
27.215108190617748,38.391850494760305,382.8896505970809,3.60699420681052
27.215222700485448,38.391850284575476,349.36436403508765,3.522009595661094
27.214993413900793,38.3917605824983,354.8747348484849,3.8002103324808623
27.215107923627556,38.391760372426006,372.55973615756216,3.886541580631715
27.21522243335313,38.391760162241845,345.8988095238095,3.7922377735532735
27.21487863746809,38.3916706701217,406.23961538461543,3.8313339500419525
27.21499314705392,38.39167046016193,350.030286246012,4.039871374880697
27.21510765663856,38.39167025009031,338.9388714733541,4.10857123954897
27.21522216622201,38.39167003990683,315.63574074074063,4.016006014659528
27.215336675804263,38.391669829611494,333.5792424242424,3.8061966035856982
27.214763861319632,38.39158075763049,491.5009704968944,3.7401893240654216
27.21487837076453,38.39158054778326,432.5090277777779,3.98911363946043
27.21499288020824,38.39158033782417,371.0328125000001,4.171796133962696
27.215107389650754,38.39158012775322,323.0518341307816,4.232142032054766
27.21522189909208,38.39157991757042,295.1738518989353,4.150698919435996
27.21533640853221,38.39157970727575,288.9901424287856,3.9311168616576735
27.21476359475939,38.39149063529,531.3366020553519,3.8611087862126774
27.21487810406217,38.391490425443436,460.7791245791245,4.084152833184355
27.21499261336375,38.39149021548502,388.8854489164086,4.22262790319267
27.215107122664143,38.391490005414745,321.5892857142857,4.288649037679405
27.21522163196334,38.391489795232616,293.74546907611426,4.211928432678693
27.215336141261346,38.39148958493863,266.47943548387093,4.024952362598968
27.215450650558157,38.39148937453279,193.340081738437,3.7861529968579766
27.2146488190385,38.391400722682135,519.1609946514839,3.7182145493194088
27.214763328200345,38.3914005129481,541.1969907407408,3.967424558748393
27.214877837360994,38.391400303102216,461.6147569444446,4.148908377948777
27.214992346520457,38.39140009314447,376.1424369747899,4.258831184346219
27.215106855678723,38.391399883074875,306.67361111111114,4.315233282231906
27.2152213648358,38.391399672893414,299.89081996434936,4.252678679625099
27.215335873991684,38.391399462600106,262.4047969187675,4.107738781036858
27.21545038314637,38.391399252194944,169.5209535834536,3.8901549703704728
27.214648552622762,38.39131060033818,504.575613044363,3.848025880026895
27.214763061642483,38.39131039060482,517.214057239057,4.069686602086746
27.214877570661013,38.39131018075961,447.49929856811144,4.1952668302758305
27.214992079678353,38.39130997080254,341.5474399922572,4.262386223077563
27.215106588694496,38.39130976073361,265.44047619047615,4.291489329573786
27.21522109770945,38.39130955055283,291.0309348739496,4.25585212175885
27.215335606723208,38.3913093402602,238.11406249999996,4.143854179757193
27.215450115735777,38.391309129855706,149.3032407407407,3.9545884998491347
27.21556462474715,38.39130891933936,185.6402260179434,3.7099627971698856
27.214533777329432,38.39122068761366,457.27553485162184,3.7185284746729232
27.214648286208217,38.39122047799283,486.7682870370371,3.971784959946431
27.214762795085814,38.39122026826015,515.6956597222222,4.1546846044534425
27.214877303962222,38.39122005841561,458.51250000000016,4.242267005399015
27.21499181283744,38.391219848459215,333.2142857142858,4.260545259013075
27.215106321711463,38.39121963839097,243.546626984127,4.272922887237359
27.215220830584297,38.39121942821086,296.92532423538535,4.264851685610042
27.215335339455933,38.3912192179189,242.31915150928793,4.184799721051794
27.215449848326376,38.39121900751508,145.13257575757572,4.034270748669247
27.215564357195625,38.39121879699941,173.93711843711847,3.8269204370290764
27.214533511058196,38.39113056526626,425.7744973544974,3.8422214423577556
27.214648019794865,38.3911303556461,450.6228114478114,4.057897258163145
27.21476252853034,38.39113014591408,496.7190160603715,4.1972396206255045
27.214877037264625,38.39112993607022,456.30052264808364,4.245168768638038
27.21499154599772,38.3911297261145,322.20039682539687,4.231300138255271
27.215106054729624,38.391129516046924,242.40277777777774,4.231300138255271
27.21522056346033,38.391129305867494,300.61805555555554,4.243677766479556
27.21533507218985,38.39112909557621,265.52274159663864,4.1927323479170155
27.21544958091817,38.39112888517307,175.22239583333334,4.060820923752616
27.215564089645298,38.39112867465808,190.41157407407405,3.890436436672381
27.21567859837123,38.39112846403122,247.11115424430642,3.699274386324036
27.214418736192417,38.391040652425076,439.5753528708134,3.7509180151795127
27.21453324478815,38.39104044291745,383.4824999999999,3.9914129828944542
27.214647753382696,38.391040233297964,404.8767361111112,4.148691227944031
27.214762261976055,38.391040023566624,460.12232142857147,4.238232203933692
27.21487677056822,38.39103981372344,450.27777777777766,4.266410415347228
27.214991279159193,38.391039603768384,318.97916666666663,4.237488952367413
27.215105787748975,38.39103939370149,257.54761904761904,4.229237200217891
27.215220296337563,38.391039183522736,313.7271825396825,4.2416148284421755
27.215334804924957,38.39103897323212,297.8805507162216,4.219983091051387
27.215449313511158,38.39103876282966,209.69591718266255,4.114150480076572
27.215563822096165,38.39103855231534,197.37786195286193,3.978138655820936
27.215678330679978,38.39103834168916,243.0723809523809,3.8444585840516265
27.21441847006568,38.39095053007422,379.95423326673335,3.9151140503077744
27.214532978519298,38.39095032056726,335.6096841962591,4.106608781798636
27.214647486971725,38.39095011094845,343.22112035603715,4.218922757901849
27.214761995422958,38.39094990121779,411.21500193573365,4.286709296532222
27.214876503873004,38.39094969137527,432.2172619047618,4.291165671795797
27.21499101232186,38.3909494814209,307.50595238095235,4.264347477309847
27.21510552076952,38.39094927135467,258.4831349206348,4.27259922945937
27.21522002921599,38.390949061176585,321.8015873015871,4.284976857683654
27.21533453766126,38.39094885088666,322.8442460317459,4.284976857683654
27.21544904610534,38.390948640484865,228.91864495798322,4.211504958782777
27.215563554548233,38.390948429971225,194.81597222222217,4.090086596532105
27.21567806298992,38.390948219345724,219.13566820276498,3.982541018405951
27.215792571430416,38.390948008608376,276.8497507974482,3.731732099200856
27.21430369562745,38.390860617116395,341.586872909699,3.8309978084326515
27.214418203940138,38.39086040772197,315.8693633952255,4.0601421801884605
27.214532712251632,38.390860198215684,291.4788446804576,4.207245005783018
27.21464722056194,38.39085998859755,286.88834033613443,4.282021034872305
27.214761728871057,38.39085977886756,381.01190476190476,4.319359158306669
27.21487623717898,38.390859569025714,413.3621031746031,4.3166085742568265
27.21499074548571,38.39085935907201,314.8422619047618,4.273286875471831
27.215105253791254,38.39085914900647,279.001984126984,4.268473353384609
27.215219762095604,38.390858938829055,335.0545634920633,4.284976857683654
27.215334270398763,38.3908587285398,358.6061507936506,4.280850981608893
27.215448778700722,38.390858518138685,242.51957510646542,4.236283040408734
27.215563287001487,38.39085830762571,191.8385981037152,4.144635433089031
27.215677795301062,38.390858097000894,200.5878625643806,4.077355772399496
27.21579230359944,38.390857886264214,243.0736138861138,3.8669884468623037
27.214303429645213,38.39077049476207,303.60998667333,3.9470049347801037
27.21441793781578,38.39077028536832,285.13149630541875,4.128176148428833
27.214532445985157,38.390770075862704,262.3518315018316,4.250822499707424
27.214646954153345,38.39076986624525,242.66365660085162,4.277082252357779
27.214761462320343,38.39076965651593,335.20833333333337,4.279475689583974
27.214875970486148,38.39076944667475,367.92261904761904,4.282226273633814
27.214990478650762,38.39076923672173,318.78869047619037,4.241655158898658
27.215104986814186,38.390769026656855,288.2797619047618,4.2368416368114366
27.215219494976413,38.390768816480126,322.9841269841269,4.279475689583973
27.215334003137453,38.39076860619154,362.314484126984,4.275349813509211
27.215448511297296,38.3907683957911,243.58432539682542,4.243718096936039
27.215563019455946,38.39076818527881,186.4471638655463,4.2026949998701975
27.215677527613398,38.390767974654665,175.07040765105285,4.157123639552467
27.215792035769656,38.39076776391867,203.51143899204243,4.001810144788636
27.215906543924717,38.390767553070816,169.71570512820517,3.766113149619617
27.214188655634526,38.3906805816876,254.8296321733822,3.8599979734233187
27.214303163664162,38.390680372406365,268.18291245791255,4.093604840191991
27.214417671692612,38.390680163013286,259.1215895897833,4.2320668027344475
27.214532179719868,38.39067995350835,234.97080429732856,4.29907686164413
27.21464668774594,38.39067974389155,213.85119047619045,4.29735448590794
27.214761195770816,38.39067953416291,285.1914682539682,4.280850981608894
27.214875703794505,38.39067932432241,320.37202380952374,4.27259922945937
27.214990211817003,38.39067911437006,334.0208333333332,4.24509338896096
27.21510471983831,38.39067890430586,302.6200396825396,4.249906911048182
27.21521922785842,38.390678694129804,317.6230158730158,4.292540963820718
27.215333735877337,38.390678483841896,363.69841269841265,4.288415087745957
27.21544824389506,38.39067827344213,253.76884920634922,4.261596893260006
27.215562751911595,38.39067806293051,194.40119047619052,4.267180149778351
27.215677259926927,38.39067785230704,153.2156177156177,4.236384818673782
27.215791767941067,38.39067764157172,188.5505695812807,4.132567005337706
27.21590627595401,38.390677430724544,183.1377976190476,3.9670551861386967
27.214188389796785,38.39059045932982,259.39374999999995,3.994248063020133
27.214302897684302,38.39059025004927,246.37465277777773,4.186597714380904
27.214417405570632,38.39059004065685,232.34900210084035,4.290685374629303
27.214531913455776,38.39058983115259,207.9027777777778,4.319359158306669
27.214646421339726,38.39058962153648,181.3234126984127,4.293228609833179
27.214760929222486,38.3905894118085,258.44642857142844,4.265358781100296
27.21487543710406,38.39058920196868,293.77083333333326,4.257107028950773
27.214989944984435,38.390588992017,358.8313492063491,4.234414710539584
27.21510445286362,38.39058878195347,326.0089285714285,4.243354108701568
27.21521896074162,38.390588571778096,338.0496031746031,4.285988161474104
27.215333468618418,38.39058836149086,381.03869047619037,4.2853005154616435
27.215447976494026,38.39058815109178,260.3253968253968,4.272235241224898
27.21556248436844,38.390587940580836,204.12500000000003,4.305606238057463
27.215676992241654,38.39058772995804,130.45443283004255,4.290348788842072
27.215791500113674,38.390587519223395,173.47610294117652,4.22209141156685
27.215906007984504,38.390587308376894,176.04943751694225,4.105516638131787
27.21602051585413,38.390587097418546,135.79218723971346,3.9412412171784137
27.21407361621364,38.390500546138696,279.9343386243386,3.8871476485051595
27.214188123960227,38.39050033697066,248.2284511784512,4.092963037247028
27.21430263170563,38.39050012769077,220.18529895510835,4.230138785954155
27.214417139449843,38.390499918299035,196.02701316298874,4.303165839640173
27.214531647192867,38.390499708795446,162.47123015873015,4.300792715970241
27.214646154934698,38.390499499179995,126.7926587301587,4.274662167496751
27.214760662675342,38.3904992894527,243.04662698412687,4.252293506863551
27.2148751704148,38.39049907961355,275.20833333333326,4.248855276801249
27.21498967815306,38.390498869662544,365.2876984126983,4.248855276801249
27.21510418589013,38.39049865959969,346.8948412698412,4.2577946749632325
27.21521869362601,38.39049844942498,364.34920634920627,4.300428727735769
27.215333201360693,38.390498239138424,403.71230158730145,4.295615205648547
27.21544770909418,38.39049802874001,246.2767857142857,4.282549931411802
27.215562216826477,38.390497818229754,201.92857142857147,4.3104197601446845
27.21567672455758,38.390497607607635,108.98511904761905,4.3104197601446845
27.215791232287483,38.39049739687367,150.21165966386556,4.267641143258797
27.21590574001619,38.39049718602785,168.78922617632296,4.192288255374248
27.216020247743703,38.39049697507017,141.87702020202022,4.077734803734726
27.216134755470016,38.39049676400065,167.70153439153435,3.874825031961872
27.213958842914728,38.390410632832975,281.37007376395536,3.772290053246778
27.214073350520387,38.39041042377747,272.3709562211982,4.01377256936413
27.21418785812486,38.39041021461011,242.6281249999999,4.1663809216145715
27.214302365728145,38.390410005330885,204.93193277310917,4.258800909659341
27.21441687333024,38.39040979593982,162.41269841269838,4.299053435710849
27.21453138093115,38.390409586436895,130.32638888888886,4.236969856986695
27.214645888530868,38.39040937682213,98.56349206349203,4.206025786425983
27.214760396129396,38.390409167095505,241.52480158730154,4.193648158201699
27.21487490372673,38.39040895725703,248.31746031746027,4.198461680288921
27.21498941132288,38.3904087473067,357.7579365079365,4.198461680288921
27.21510391891783,38.39040853724452,354.24999999999994,4.227902238649453
27.215218426511594,38.39040832707049,368.99801587301585,4.293228609833178
27.21533293410416,38.390408116784606,405.0625,4.293228609833178
27.215447441695535,38.39040790638687,226.58234126984132,4.289790379770877
