longitude,latitude,ndvi,ndbi,fakulte
27.20313009482116,38.36717815293331,0.012726211,0.05686637,Fen Edebiyat
27.2032445658906,38.367177954556325,0.008272506,0.07952021,Fen Edebiyat
27.203359036958915,38.36717775606758,0.15316541,0.46059546,Fen Edebiyat
27.2034735080261,38.36717755746708,-0.001994018,0.39232054,Fen Edebiyat
27.203587979092163,38.367177358754816,0.01484375,0.23385432,Fen Edebiyat
27.203702450157092,38.3671771599308,0.12332657,0.20350927,Fen Edebiyat
27.20198513358396,38.36709000776644,0.4483741,-0.10784314,Fen Edebiyat
27.202099604522672,38.36708981050769,0.108180426,-0.08252427,Fen Edebiyat
27.20221407546026,38.36708961313718,0.037336025,0.1192975,Fen Edebiyat
27.202328546396732,38.36708941565491,0.06536176,0.26323423,Fen Edebiyat
27.202443017332083,38.367089218060876,0.013866494,0.37680873,Fen Edebiyat
27.20255748826631,38.36708902035509,0.07290168,0.21646234,Fen Edebiyat
27.20267195919942,38.36708882253754,0.2795031,0.15780866,Fen Edebiyat
27.202786430131404,38.36708862460823,0.33834198,0.15629594,Fen Edebiyat
27.202900901062264,38.367088426567165,0.03301814,0.12694877,Fen Edebiyat
27.203015371992002,38.36708822841434,0.009202888,0.093706295,Fen Edebiyat
27.203129842920614,38.367088030149745,-0.015786609,0.2836767,Fen Edebiyat
27.2032443138481,38.367087831773404,-0.013639059,0.32154995,Fen Edebiyat
27.203358784774462,38.3670876332853,-0.016192561,0.34220922,Fen Edebiyat
27.2034732556997,38.36708743468544,0.036962025,0.1978065,Fen Edebiyat
27.203587726623805,38.367087235973806,0.03966346,0.094714805,Fen Edebiyat
27.203702197546782,38.36708703715043,0.07867133,0.15118998,Fen Edebiyat
27.203816668468633,38.367086838215286,0.15930389,0.015489555,Fen Edebiyat
27.201984883104057,38.366999884975144,0.24489391,-0.08653513,Fen Edebiyat
27.202099353900817,38.366999687717026,0.07577249,-0.01749814,Fen Edebiyat
27.202213824696457,38.36699949034715,0.07998828,0.2407827,Fen Edebiyat
27.202328295490975,38.366999292865515,0.009388692,0.109188,Fen Edebiyat
27.202442766284374,38.36699909527212,-0.062937066,0.15642534,Fen Edebiyat
27.202557237076654,38.366998897566965,0.021785561,0.08153078,Fen Edebiyat
27.202671707867808,38.36699869975005,0.3034254,0.04855622,Fen Edebiyat
27.20278617865784,38.36699850182138,0.5616812,0.063655704,Fen Edebiyat
27.20290064944675,38.36699830378094,0.27316,0.02070131,Fen Edebiyat
27.203015120234532,38.36699810562875,0.12757562,-0.03127506,Fen Edebiyat
27.20312959102119,38.366997907364805,0.051685393,0.16405606,Fen Edebiyat
27.20324406180673,38.36699770898909,0.04485878,0.19898103,Fen Edebiyat
27.20335853259114,38.36699751050162,-0.020811655,0.20965879,Fen Edebiyat
27.20347300337442,38.3669973119024,-0.03600372,0.22718075,Fen Edebiyat
27.203587474156574,38.36699711319141,-0.03731343,0.28275222,Fen Edebiyat
27.203701944937603,38.36699691436867,-0.0010787486,0.261563,Fen Edebiyat
27.203816415717505,38.36699671543416,0.14820404,0.00652912,Fen Edebiyat
27.20187016196935,38.36690995932819,0.48341754,-0.23835717,Fen Edebiyat
27.201984632625276,38.36690976218246,0.1651067,-0.082246564,Fen Edebiyat
27.202099103280084,38.366909564924974,0.076649636,0.04267088,Fen Edebiyat
27.202213573933772,38.36690936755573,0.09551657,0.28224775,Fen Edebiyat
27.202328044586338,38.36690917007473,0.04685981,0.056100983,Fen Edebiyat
27.202442515237788,38.366908972481966,0.05302938,-0.011001873,Fen Edebiyat
27.202556985888116,38.36690877477744,0.110776946,-0.023911286,Fen Edebiyat
27.202671456537317,38.366908576961166,0.24910395,0.0765154,Fen Edebiyat
27.2027859271854,38.366908379033134,0.36322287,0.016101297,Fen Edebiyat
27.202900397832355,38.366908180993335,0.30871955,0.041978147,Fen Edebiyat
27.20301486847819,38.36690798284178,0.11376734,0.16284293,Fen Edebiyat
27.2031293391229,38.366907784578466,0.020506188,0.21063161,Fen Edebiyat
27.203243809766484,38.366907586203396,0.028200973,0.14362851,Fen Edebiyat
27.20335828040894,38.366907387716566,0.089143865,0.077124424,Fen Edebiyat
27.20347275105027,38.366907189117974,0.09144185,0.032252286,Fen Edebiyat
27.203587221690473,38.36690699040763,0.0719071,0.07129728,Fen Edebiyat
27.203701692329552,38.36690679158552,0.14139044,0.17458634,Fen Edebiyat
27.2038161629675,38.36690659265166,0.20901573,0.016618306,Fen Edebiyat
27.201869911633636,38.366819836533466,0.2834467,-0.10743508,Fen Edebiyat
