longitude,latitude,glcm_contrast,glcm_idm
27.214993680748858,38.39185070483328,374.8891630116959,0.05255192159553854
27.215108190617748,38.391850494760305,382.8896505970809,0.050209328214110414
27.215222700485448,38.391850284575476,349.36436403508765,0.05147915863285224
27.214993413900793,38.3917605824983,354.8747348484849,0.06253506551630754
27.215107923627556,38.391760372426006,372.55973615756216,0.058323973804218075
27.21522243335313,38.391760162241845,345.8988095238095,0.06201171701153612
27.21487863746809,38.3916706701217,406.23961538461543,0.055424213510361205
27.21499314705392,38.39167046016193,350.030286246012,0.06796722610834503
27.21510765663856,38.39167025009031,338.9388714733541,0.06364770284830314
27.21522216622201,38.39167003990683,315.63574074074063,0.06638777735360694
27.215336675804263,38.391669829611494,333.5792424242424,0.06728440544361516
27.214763861319632,38.39158075763049,491.5009704968944,0.03953825513909029
27.21487837076453,38.39158054778326,432.5090277777779,0.05429947862491562
27.21499288020824,38.39158033782417,371.0328125000001,0.07513331375511906
27.215107389650754,38.39158012775322,323.0518341307816,0.07339836445714207
27.21522189909208,38.39157991757042,295.1738518989353,0.07805109832063364
27.21533640853221,38.39157970727575,288.9901424287856,0.0833021667063596
27.21476359475939,38.39149063529,531.3366020553519,0.040922526304435165
27.21487810406217,38.391490425443436,460.7791245791245,0.06043200727765135
27.21499261336375,38.39149021548502,388.8854489164086,0.07997162510624065
27.215107122664143,38.391490005414745,321.5892857142857,0.07973517325326564
27.21522163196334,38.391489795232616,293.74546907611426,0.08371382922786304
27.215336141261346,38.39148958493863,266.47943548387093,0.09256412276430168
27.215450650558157,38.39148937453279,193.340081738437,0.10632304333746348
27.2146488190385,38.391400722682135,519.1609946514839,0.057481974629380865
27.214763328200345,38.3914005129481,541.1969907407408,0.05905378332782299
27.214877837360994,38.391400303102216,461.6147569444446,0.0784569637768309
27.214992346520457,38.39140009314447,376.1424369747899,0.10263315743594906
27.215106855678723,38.391399883074875,306.67361111111114,0.10497516723521896
27.2152213648358,38.391399672893414,299.89081996434936,0.09672099612897023
27.215335873991684,38.391399462600106,262.4047969187675,0.10433873911195696
27.21545038314637,38.391399252194944,169.5209535834536,0.12011068421682902
27.214648552622762,38.39131060033818,504.575613044363,0.06764843600155829
27.214763061642483,38.39131039060482,517.214057239057,0.06683006770906556
27.214877570661013,38.39131018075961,447.49929856811144,0.08225458162590624
27.214992079678353,38.39130997080254,341.5474399922572,0.1221102049192823
27.215106588694496,38.39130976073361,265.44047619047615,0.12693005459050233
27.21522109770945,38.39130955055283,291.0309348739496,0.11376168717198208
27.215335606723208,38.3913093402602,238.11406249999996,0.1247143749957784
27.215450115735777,38.391309129855706,149.3032407407407,0.14273657933649198
27.21556462474715,38.39130891933936,185.6402260179434,0.143098394294994
27.214533777329432,38.39122068761366,457.27553485162184,0.09393899201885442
27.214648286208217,38.39122047799283,486.7682870370371,0.07620858915257797
27.214762795085814,38.39122026826015,515.6956597222222,0.07440422537432026
27.214877303962222,38.39122005841561,458.51250000000016,0.08653490389395
27.21499181283744,38.391219848459215,333.2142857142858,0.13757732455946536
27.215106321711463,38.39121963839097,243.546626984127,0.13890356386487152
27.215220830584297,38.39121942821086,296.92532423538535,0.11845728708459471
27.215335339455933,38.3912192179189,242.31915150928793,0.1298068750401845
27.215449848326376,38.39121900751508,145.13257575757572,0.1542191037931707
27.215564357195625,38.39121879699941,173.93711843711847,0.15878381311420245
27.214533511058196,38.39113056526626,425.7744973544974,0.10013565555047076
27.214648019794865,38.3911303556461,450.6228114478114,0.07793297182784087
27.21476252853034,38.39113014591408,496.7190160603715,0.07676613285661052
27.214877037264625,38.39112993607022,456.30052264808364,0.08841007446463466
27.21499154599772,38.3911297261145,322.20039682539687,0.1447086685487847
27.215106054729624,38.391129516046924,242.40277777777774,0.1480720759331315
27.21522056346033,38.391129305867494,300.61805555555554,0.1267793298946069
27.21533507218985,38.39112909557621,265.52274159663864,0.13628325302275635
27.21544958091817,38.39112888517307,175.22239583333334,0.15615163167243326
27.215564089645298,38.39112867465808,190.41157407407405,0.16140715130825367
27.21567859837123,38.39112846403122,247.11115424430642,0.09446533848408292
27.214418736192417,38.391040652425076,439.5753528708134,0.0852490517205933
27.21453324478815,38.39104044291745,383.4824999999999,0.09031725052759695
27.214647753382696,38.391040233297964,404.8767361111112,0.07389994401406871
27.214762261976055,38.391040023566624,460.12232142857147,0.07439377715301926
27.21487677056822,38.39103981372344,450.27777777777766,0.08404406926618244
27.214991279159193,38.391039603768384,318.97916666666663,0.14616108585307752
27.215105787748975,38.39103939370149,257.54761904761904,0.153555268069871
27.215220296337563,38.391039183522736,313.7271825396825,0.13358629866110372
27.215334804924957,38.39103897323212,297.8805507162216,0.13900915329210756
27.215449313511158,38.39103876282966,209.69591718266255,0.15658725727967832
27.215563822096165,38.39103855231534,197.37786195286193,0.16154744551617095
27.215678330679978,38.39103834168916,243.0723809523809,0.10775726753685357
27.21441847006568,38.39095053007422,379.95423326673335,0.08034902498216984
27.214532978519298,38.39095032056726,335.6096841962591,0.08539084918569471
27.214647486971725,38.39095011094845,343.22112035603715,0.07431519133167419
27.214761995422958,38.39094990121779,411.21500193573365,0.06595712688315875
27.214876503873004,38.39094969137527,432.2172619047618,0.06971354821241013
27.21499101232186,38.3909494814209,307.50595238095235,0.12996947314226232
27.21510552076952,38.39094927135467,258.4831349206348,0.13663643097912806
27.21522002921599,38.390949061176585,321.8015873015871,0.1203305616740563
27.21533453766126,38.39094885088666,322.8442460317459,0.12427786437592837
27.21544904610534,38.390948640484865,228.91864495798322,0.14219486169000672
27.215563554548233,38.390948429971225,194.81597222222217,0.15037603209223815
27.21567806298992,38.390948219345724,219.13566820276498,0.10516350875249894
27.215792571430416,38.390948008608376,276.8497507974482,0.0803205858968601
27.21430369562745,38.390860617116395,341.586872909699,0.06670150685807077
